fixture_id,group,round,home,away,market_fixture_id,market_slug,orientation,join_strategy,model_home,model_draw,model_away,market_home,market_draw,market_away,delta_home,delta_draw,delta_away,abs_delta_total,confidence,comparison_status
G-B-1-1,B,1,Canada,Bosnia,G-B-1-1,fifwc-can-bih-2026-06-12,same,fixture_id,0.3913772912813197,0.2605717225245885,0.3480509861940918,0.5276381909547738,0.2663316582914573,0.2060301507537688,0.13626089967345412,0.0057599357668687845,-0.142020835440323,0.2840416708806459,high,matched
G-C-1-1,C,1,Brazil,Morocco,G-C-1-1,fifwc-bra-mar-2026-06-13,same,fixture_id,0.4492669454485809,0.2555735646700743,0.2951594898813447,0.582089552238806,0.2437810945273632,0.1741293532338308,0.13282260679022506,-0.011792470142711092,-0.12103013664751391,0.26564521358045007,high,matched
G-L-1-1,L,1,England,Croatia,G-L-1-1,fifwc-eng-hrv-2026-06-17,same,fixture_id,0.4339138399919496,0.2574180141690693,0.3086681458389811,0.5566502463054187,0.2512315270935961,0.1921182266009852,0.1227364063134691,-0.0061864870754732015,-0.1165499192379959,0.2454728126269382,high,matched
G-D-1-2,D,1,Australia,Türkiye,G-D-1-2,fifwc-aus-tur-2026-06-14,same,fixture_id,0.2961508648393947,0.2557229457886207,0.4481261893719846,0.1758793969849246,0.2562814070351759,0.5678391959798995,-0.12027146785447007,0.0005584612465551753,0.1197130066079149,0.24054293570894014,high,matched
G-K-1-2,K,1,Uzbekistan,Colombia,G-K-1-2,fifwc-uzb-col-2026-06-17,same,fixture_id,0.199489101670267,0.2290994485678966,0.5714114497618363,0.1044776119402985,0.2039800995024876,0.691542288557214,-0.0950114897299685,-0.025119349065408997,0.12013083879537767,0.24026167759075517,high,matched
G-F-1-2,F,1,Sweden,Tunisia,G-F-1-2,fifwc-swe-tun-2026-06-14,same,fixture_id,0.4091486194825983,0.2596148311436773,0.3312365493737245,0.5024875621890547,0.2835820895522388,0.2139303482587064,0.09333894270645637,0.02396725840856151,-0.11730620111501808,0.23461240223003596,high,matched
G-C-1-2,C,1,Haiti,Scotland,G-C-1-2,fifwc-hai-sco-2026-06-13,same,fixture_id,0.2368251308291985,0.2425083032472587,0.5206665659235428,0.154228855721393,0.2238805970149254,0.6218905472636816,-0.08259627510780551,-0.018627706232333285,0.10122398134013888,0.20244796268027768,high,matched
G-J-1-1,J,1,Argentina,Algeria,G-J-1-1,fifwc-arg-alg-2026-06-16,same,fixture_id,0.599368766564091,0.2203639622550882,0.1802672711808207,0.691542288557214,0.2039800995024876,0.1044776119402985,0.09217352199312301,-0.016383862752600592,-0.0757896592405222,0.1843470439862458,high,matched
G-E-1-2,E,1,Ivory Coast,Ecuador,G-E-1-2,fifwc-civ-ecu-2026-06-14,same,fixture_id,0.2651991448200445,0.2499554217390497,0.4848454334409058,0.2663316582914573,0.3366834170854271,0.3969849246231156,0.0011325134714127993,0.0867279953463774,-0.08786050881779023,0.17572101763558043,high,matched
G-L-1-2,L,1,Ghana,Panama,G-L-1-2,fifwc-gha-pan-2026-06-17,same,fixture_id,0.4024585384685021,0.260037363368895,0.337504098162603,0.4626865671641791,0.2736318407960199,0.263681592039801,0.060228028695677005,0.013594477427124885,-0.073822506122802,0.1476450122456039,high,matched
G-F-1-1,F,1,Netherlands,Japan,G-F-1-1,fifwc-nld-jpn-2026-06-14,same,fixture_id,0.4052424442713536,0.2598705727593992,0.3348869829692472,0.4673366834170854,0.2663316582914573,0.2663316582914573,0.06209423914573181,0.006461085532058097,-0.06855532467778991,0.13711064935557982,high,matched
G-D-1-1,D,1,USA,Paraguay,G-D-1-1,fifwc-usa-par-2026-06-12,same,fixture_id,0.4572662757944513,0.2544713532138959,0.2882623709916527,0.4876847290640393,0.2807881773399014,0.231527093596059,0.03041845326958803,0.0263168241260055,-0.0567352773955937,0.11347055479118723,high,matched
G-A-1-2,A,1,South Korea,Czechia,G-A-1-2,fifwc-kr-cze-2026-06-11,same,fixture_id,0.4063574690181176,0.2598001485138529,0.3338423824680295,0.36318407960199,0.3134328358208955,0.3233830845771144,-0.04317338941612758,0.05363268730704257,-0.010459297890915098,0.10726537461408525,high,matched
G-G-1-2,G,1,Iran,New Zealand,G-G-1-2,fifwc-irn-nzl-2026-06-15,same,fixture_id,0.5189316091975997,0.2429086310143555,0.2381597597880447,0.5124378109452736,0.2835820895522388,0.2039800995024875,-0.0064937982523260995,0.04067345853788329,-0.03417966028555722,0.0813469170757666,high,matched
